pubmed	year	title	professors
22308383	2012	Synthetic model of the asymmetric [Mn3CaO4] cubane core of the oxygen-evolving complex of photosystem II.	
30146182	2018	Lignin valorization for the production of renewable chemicals: State-of-the-art review and future prospects.	
34832040	2021	A Review on Ion-Exchange Membranes Fouling during Electrodialysis Process in Food Industry, Part 2: Influence on Transport Properties and Electrochemical Characteristics, Cleaning and Its Consequences.	
12113893	2002	Binding and release of drugs into and from thermosensitive poly(N-vinyl caprolactam) nanoparticles.	
19350925	2009	Effects of temperature and acidic pre-treatment on Fenton-driven oxidation of MTBE-spent granular activated carbon.	
21820124	2011	Polarity of the interface in ionic liquid in oil microemulsions.	
2684274	1989	Large increases in general stability for subtilisin BPN' through incremental changes in the free energy of unfolding.	
30707548	2019	Redox-Switchable Ring-Opening Polymerization with Ferrocene Derivatives.	
31381316	2019	Self-Assembly of Emissive Nanocellulose/Quantum Dot Nanostructures for Chiral Fluorescent Materials.	
15212539	2004	Polymer microgels: reactors for semiconductor, metal, and magnetic nanoparticles.	
31132786	2019	Design and evolution of an enzyme with a non-canonical organocatalytic mechanism.	
23600667	2013	Polymer-based protein engineering can rationally tune enzyme activity, pH-dependence, and stability.	
30707564	2019	Pyruvate Carboxylase Variants Enabling Improved Lysine Production from Glucose Identified by Biosensor-Based High-Throughput Fluorescence-Activated Cell Sorting Screening.	
10734144	2000	Anchoring of surface proteins to the cell wall of Staphylococcus aureus. Sortase catalyzed in vitro transpeptidation reaction using LPXTG peptide and NH(2)-Gly(3) substrates.	
35510539	2022	Challenges in the use of sortase and other peptide ligases for site-specific protein modification.	
6807664	1982	Chloroform: a review of its metabolism, teratogenic, mutagenic, and carcinogenic potential.	
23851071	2013	The [NiFe]-hydrogenase accessory chaperones HypC and HybG of Escherichia coli are iron- and carbon dioxide-binding proteins.	
17949004	2007	Fluorescently labeled cellulose nanocrystals for bioimaging applications.	
23398301	2013	Principles of sustained enzymatic hydrogen oxidation in the presence of oxygen--the crucial influence of high potential Fe-S clusters in the electron relay of [NiFe]-hydrogenases.	
34333091	2022	Review of advances in the development of laccases for the valorization of lignin to enable the production of lignocellulosic biofuels and bioproducts.	
25994112	2015	Probing Cu(I) in homogeneous catalysis using high-energy-resolution fluorescence-detected X-ray absorption spectroscopy.	
24132122	2013	MEGA6: Molecular Evolutionary Genetics Analysis version 6.0.	
28602791	2017	From plant genomes to phenotypes.	
33898869	2021	Nanogels: A novel approach in antimicrobial delivery systems and antimicrobial coatings.	
16201785	2005	A peptide motif recognizing a polymer stereoregularity.	
19225102	2009	Bloodstream infections due to Trichosporon spp.: species distribution, Trichosporon asahii genotypes determined on the basis of ribosomal DNA intergenic spacer 1 sequencing, and antifungal susceptibility testing.	
33310992	2021	Analysis of Thickness and Roughness Effects of Artificial Basement Membranes on Endothelial Cell Functions.	
22625175	2012	Control of glutamate homeostasis in Bacillus subtilis: a complex interplay between ammonium assimilation, glutamate biosynthesis and degradation.	
19819525	2009	Application of carbon nanotube technology for removal of contaminants in drinking water: a review.	
15854816	2005	Cytochrome P450 biosensors-a review.	
12226864	2002	Metabolic adaptation of Escherichia coli during temperature-induced recombinant protein production: 1. Readjustment of metabolic enzyme synthesis.	
34778746	2021	Development of high-resolution multiple-SNP arrays for genetic analyses and molecular breeding through genotyping by target sequencing and liquid chip.	
26105154	2015	Concepts in bio-molecular spectroscopy: vibrational case studies on metalloenzymes.	
11090828	2000	The biodegradation of surfactants in the environment.	
31018449	2019	Tackling the plastic problem: A review on perceptions, behaviors, and interventions.	
27431616	2016	New bimetallic palladium(ii) and platinum(ii) complexes: studies of the nucleophilic substitution reactions, interactions with CT-DNA, bovine serum albumin and cytotoxic activity.	
33934853	2021	Molecular engineering to improve lignocellulosic biomass based applications using filamentous fungi.	
11516273	2001	Quantitative and reversible lectin-induced association of gold nanoparticles modified with alpha-lactosyl-omega-mercapto-poly(ethylene glycol).	
34742849	2021	The functionality of plant mechanoproteins (forisomes) is dependent on the dual role of conserved cysteine residues.	
31215093	2020	High-Performance Polymeric Materials through Hydrogen-Bond Cross-Linking.	
35944587	2022	Engineering nanosystems to overcome barriers to cancer diagnosis and treatment.	
30215127	2018	Rhizobacter gummiphilus NS21 has two rubber oxygenases (RoxA and RoxB) acting synergistically in rubber utilisation.	
22024593	2012	A novel enzymatic hydrogen peroxide biosensor based on Ag/C nanocables.	
28926907	2017	Research on the quick and efficient recovery of 1-allyl-3-methylimidazolium chloride after biomass pretreatment with ionic liquid-aqueous alcohol system.	
34452132	2021	Diverse Effects of Natural and Synthetic Surfactants on the Inhibition of 	
29935222	2018	Milk lipidomics: What we know and what we don't.	
29356355	2018	Improving Hemocompatibility of Membranes for Extracorporeal Membrane Oxygenators by Grafting Nonthrombogenic Polymer Brushes.	
22868324	2013	Management of thoracic aortic graft infections with the omental flap.	
33668552	2021	Recent Advances in Membrane-Based Electrochemical Hydrogen Separation: A Review.	
33582180	2021	Engineering microorganisms for the biosynthesis of dicarboxylic acids.	
33262975	2020	The Mechanisms and the Applications of Antibacterial Polymers in Surface Modification on Medical Devices.	
26239230	2015	Continuous gas fermentation by Acetobacterium woodii in a submerged membrane reactor with full cell retention.	
15101780	2004	Mild cleavage of aryl mesylates: methanesulfonate as potent protecting group for phenols.	
21204882	2011	Molecular cloning and characterization of a novel laccase gene from a white-rot fungus Polyporus grammocephalus TR16 and expression in Pichia pastoris.	
21031171	2010	A single-molecule enzymatic assay in a directly accessible femtoliter droplet array.	
35218184	2022	Advances in field-based high-throughput photosynthetic phenotyping.	
28069500	2017	Solution blow spinning fibres: New immunologically inert substrates for the analysis of cell adhesion and motility.	
21353523	2011	Mechanistic pathway modeling for industrial biotechnology: challenging but worthwhile.	
18818818	2008	Molecular surface chemistry by metal single crystals and nanoparticles from vacuum to high pressure.	
15316989	2004	Wedge-shaped molecules with a sulfonate group at the tip--a new class of self-assembling amphiphiles.	
15645027	2005	Novel emulsions stabilized by pH and temperature sensitive microgels.	
21523191	2011	A revision of Cyanonectria and Geejayessia gen. nov., and related species with Fusarium-like anamorphs.	
34016285	2021	Mucormycosis.	
30674934	2019	Geometric Determinants of In-Situ Direct Laser Writing.	
17589527	2007	Breakthrough fungal infections after allogeneic hematopoietic stem cell transplantation in patients on prophylactic voriconazole.	
34026496	2021	Severe erythroderma secondary to permanent pacemaker allergy.	
15470466	2004	Exploiting biological complexity for strain improvement through systems biology.	
11697956	2001	Mechanistic studies of the cycloisomerization of dimethyl diallylmalonate catalyzed by a cationic palladium phenanthroline complex.	
26899711	2016	"""Inverse"" Frustrated Lewis Pairs--Activation of Dihydrogen with Organosuperbases and Moderate to Weak Lewis Acids."	
34224759	2021	Expression and characterization of a novel single-chain anti-vascular endothelial growth factor antibody in the goat milk.	
18752221	2008	On the validity of Stokes-Einstein and Stokes-Einstein-Debye relations in ionic liquids and ionic-liquid mixtures.	
19054672	2009	Discovery of novel spirocyclopropyl hydroxamate and carboxylate compounds as TACE inhibitors.	
29485869	2018	Adhesive and Stimulus-Responsive Polydopamine-Coated Graphene Oxide System for Pesticide-Loss Control.	
30371825	2019	PubChem 2019 update: improved access to chemical data.	
28244872	2017	Kinetics of the LOV domain of ZEITLUPE determine its circadian function in 	
16464047	2006	ZnO nanobelt/nanowire Schottky diodes formed by dielectrophoresis alignment across au electrodes.	
29744394	2016	Hydrogel as a bioactive material to regulate stem cell fate.	
28865384	2017	Widespread detection of a brominated flame retardant, hexabromocyclododecane, in expanded polystyrene marine debris and microplastics from South Korea and the Asia-Pacific coastal region.	
24731872	2014	Crude glycerol as feedstock for polyhydroxyalkanoates production by mixed microbial cultures.	
35020968	2022	Root system architecture in cereals: progress, challenges and perspective.	
19063616	2009	Release profiles of encapsulated actives from colloidosomes sintered for various durations.	
16845001	2006	CUPSAT: prediction of protein stability upon point mutations.	
35930385	2023	Mechanistic study of copper oxide, zinc oxide, cadmium oxide, and silver nanoparticles-mediated toxicity on the probiotic 	
23038414	2012	Frustrated Lewis pair inspired carbon dioxide reduction by a ruthenium tris(aminophosphine) complex.	
15219428	2004	Kinetic models of sorption: a theoretical analysis.	
11504909	2001	Regulation of plant growth by cytokinin.	
35338236	2022	NT-CRISPR, combining natural transformation and CRISPR-Cas9 counterselection for markerless and scarless genome editing in Vibrio natriegens.	
30181808	2018	Sonoporation by microbubbles as gene therapy approach against liver cancer.	
27400277	2017	Pseudomonas sp. BUP6, a novel isolate from Malabari goat produces an efficient rhamnolipid type biosurfactant.	
23731366	2013	Interfacially polymerized layers for oxygen enrichment: a method to overcome Robeson's upper-bound limit.	
25398045	2014	Bond activation and catalysis by ruthenium pincer complexes.	
30400422	2017	A Droplet Microfluidics Based Platform for Mining Metagenomic Libraries for Natural Compounds.	
27558765	2016	Native cellulose nanofibrills induce immune tolerance in vitro by acting on dendritic cells.	
